"դող, փսխում, հոգնածություն",Տիֆ
"մաշկային ցան, քոր, կարմրություն",Ալերգիա
"հոդացավ, առավոտյան կոշտություն, այտուց",Ռևմատոիդ արթրիտ
"սրտխառնոց, որովայնի ցավ, փսխում",Պանկրեատիտ
"հազ, սուլող շնչառություն, շնչահեղձություն",Ասթմա
"ջերմություն, ցան, մարմնի ցավ",Վիրուսային տենդ
"ոտքերի այտուց, հոգնածություն, շնչահեղձություն",Սրտային անբավարարություն
"չոր մաշկ, քոր, կարմրություն",Դերմատիտ
"ականջի ցավ, ջերմություն, գրգռվածություն",Ականջի վարակ
"ջերմություն, կոկորդի ցավ, քթառություն",Սովորական մրսածություն
"գլխացավ, լույսի հանդեպ զգայունություն",Միգրեն
"փսխում, գլխապտույտ, քրտնարտադրություն",Գլխապտույտ
"մկանացավ, ջերմություն, հազ",Գրիպ
"որովայնի ջղակծկումներ, փորլուծություն, փսխում",Գաստրոէնտերիտ
"կրծքավանդակի ցավ, հազ, ջերմություն",Թոքաբորբ
"բարձր ջերմություն, փսխում, պարանոցի կոշտություն",Մենինգիտ
"մշտական հազ, ջերմություն, քաշի կորուստ",Տուբերկուլյոզ
"ցան, քոր, այտուց",Ալերգիա
"անհանգստություն, դող, քրտնարտադրություն",Վահանագեղձի գերբարձր գործունեություն
"հոգնածություն, քաշի ավելացում, ցրտի անհանդուրժողություն",Վահանագեղձի նվազած գործունեություն
"սրտխառնոց, փսխում, ջերմություն",Ռոտավիրուսային վարակ
"հազ, կրծքավանդակի ցավ, հոգնածություն",Բրոնխիտ
"ջերմություն, կոկորդի ցավ, ուռած լիմֆային հանգույցներ",Մոնոնուկլեոզ
"շփոթվածություն, ջերմություն, պարանոցի կոշտություն",Էնցեֆալիտ
"մեջքի ցավ, ոտքի ցավ, թմրածություն",Սիատիկա
"որովայնի ցավ, դեղնախտ",Պետքաբջջային քարեր
"ջերմություն, դող, մկանացավ",Մալարիա
"ուժեղ գլխացավ, փսխում, ջերմություն",Մենինգիտ
"մաշկային ցան, ջերմություն, քոր",Կարմրուկ
"փսխում, փորլուծություն, որովայնի ցավ",Սննդային թունավորում
"հազ, հոգնածություն, ջերմություն",Տուբերկուլյոզ
"գլխացավ, սրտխառնոց, փսխում",Արևահարում
"չոր հազ, ջերմություն, հոգնածություն",COVID-19
"ջերմություն, հազ, շնչահեղձություն",COVID-19
"ջերմություն, գլխացավ, փսխում",Տիֆ
"գլխապտույտ, սրտխառնոց, քրտնարտադրություն",Գլխապտույտ
"քաշի կորուստ, հոգնածություն, փորլուծություն",Ցելիակիա
"սուլող շնչառություն, հազ, կրծքավանդակի սեղմվածություն",Ասթմա
"ուռած հոդեր, ցավ",Արթրիտ
"ուժեղ ծարավ, հաճախակի միզարձակություն",Շաքարային դիաբետ
"հազ, ջերմություն, կոկորդի ցավ",Վիրուսային վարակ
"բարձր ջերմություն, ցան, մարմնի ցավ",Վիրուսային տենդ
"ցավոտ միզարձակություն, ջերմություն",Միզուղիների վարակ
"հոդերի այտուց, կարմրություն, տաքություն",Արթրիտ
"փսխում, ջրազրկում, փորլուծություն",Գաստրոէնտերիտ
"դող, քրտինք, գլխացավ",Մալարիա
"հազ, շնչառության դժվարություն",Թոքաբորբ
"ցան, այտուց, քոր",Ալերգիա
"որովայնի ցավ, սրտխառնոց, ջերմություն",Սալմոնելա
"գլխապտույտ, քրտինք, փսխում",Գլխապտույտ
"հազ, ջերմություն, հոգնածություն",Թոքաբորբ
"գլխացավ, ջերմություն, պարանոցի կոշտություն",Մենինգիտ
"փսխում, որովայնի ջղակծկումներ, փորլուծություն",Գաստրոէնտերիտ
"ջերմություն, հազ, կրծքավանդակի ցավ",Բրոնխիտ
"կոկորդի ցավ, ջերմություն, հազ",Տոնզիլիտ
"ուժեղ ծարավ, հաճախակի միզարձակություն",Շաքարային դիաբետ
"թուլություն, գլխապտույտ, ուշագնացություն",Ցածր ճնշում
"հազ, սուլող շնչառություն, շնչահեղձություն",Ասթմա
"ցան, փսխում, ջերմություն",Կարմրուկ
"կրծքավանդակի ցավ, քրտնարտադրություն, սրտխառնոց",Սրտամկանի ինֆարկտ
"գլխացավ, սրտխառնոց, փսխում",Էնցեֆալիտ
"ջերմություն, ուռած հանգույցներ, հազ",Մոնոնուկլեոզ
"փորլուծություն, փսխում, ջղակծկումներ",Սննդային թունավորում
"ջերմություն, ցան, հոդացավ",Դենգե
"հազ, կրծքավանդակի ցավ, ջերմություն",Թոքաբորբ
"որովայնի ցավ, փսխում, փորլուծություն",Գաստրոէնտերիտ
"գլխացավ, ջերմություն, պարանոցի կոշտություն",Մենինգիտ
"ջերմություն, դող, մարմնի ցավ",Վիրուսային տենդ
"հազ, հոգնածություն, ջերմություն",Տուբերկուլյոզ
"մաշկային ցան, քոր, կարմրություն",Դերմատիտ
"սրտխառնոց, փսխում, գլխապտույտ",Գլխապտույտ
"ոտքերի այտուց, հոգնածություն, շնչահեղձություն",Սրտային անբավարարություն
"քաշի կորուստ, ջերմություն, հազ",Տուբերկուլյոզ
"ջերմություն, ցան, կոկորդի ցավ",Կարմրուկ
"հազ, քթառություն, կոկորդի ցավ",Սովորական մրսածություն
"քորի զգացում, կարմրություն, այտուց",Ալերգիա
"որովայնի ցավ, դեղնախտ, սրտխառնոց",Հեպատիտ
"շարունակական փռշտոց, դող, աչքի արցունքահոսություն",Ալերգիա
"հոգնածություն, սրտխառնոց, ախորժակի կորուստ, աչքերի դեղնացում",Հեպատիտ C
"դող, փսխում, հոգնածություն, քաշի կորուստ, հազ, բարձր ջերմություն, քրտինք",Տուբերկուլյոզ
"մաշկային ցան, փուչիկներ, կարմրացած խոց քթի շուրջը, դեղնավուն կեղև",Իմպետիգո
"փսխում, գլխացավ, սրտխառնոց, պտտվող զգացողություն, հավասարակշռության կորուստ",Գլխապտույտ (BPPV)
"գլխացավ, ուժասպառություն, ջերմություն",Միգրեն
"փսխում, փորլուծություն, որովայնի ցավ",Գաստրոէնտերիտ
"հազ, սուլող շնչառություն, շնչահեղձություն",Ասթմա
"ջերմություն, դող, մկանացավ",Մալարիա
"մաշկային ցան, քոր, այտուց",Ալերգիա
"ուժեղ կոկորդի ցավ, հազ, ջերմություն",Տոնզիլիտ
"քաշի կորուստ, հոգնածություն, ջերմություն",Տուբերկուլյոզ
"փսխում, գլխապտույտ, թուլություն",Գլխապտույտ
"բարձր ջերմություն, ցան, մարմնի ցավ",Վիրուսային տենդ
"գլխացավ, աչքերի կարմրություն, լույսի հանդեպ զգայունություն",Միգրեն
"որովայնի ցավ, փորլուծություն, ջերմություն",Սալմոնելա
"հազ, կրծքավանդակի ծանրություն, շնչահեղձություն",Թոքաբորբ
"ուժեղ մկանացավ, դող, հոգնածություն",Դենգե
"փսխում, փորլուծություն, ջրազրկում",Գաստրոէնտերիտ
"բարձր ջերմություն, դող, գլխացավ",Մալարիա
"ջերմություն, հազ, կոկորդի ցավ",Վիրուսային վարակ
"սրտխառնոց, փսխում, գլխապտույտ",Գլխապտույտ
"հազ, շնչառության դժվարություն, կրծքավանդակի ցավ",Բրոնխիտ
"մաշկային ցան, քոր, այտուց",Դերմատիտ
"կոկորդի ցավ, ջերմություն, շնչառության դժվարություն",Տոնզիլիտ
"փսխում, գլխացավ, ջերմություն",Ռոտավիրուսային վարակ
"ուժեղ գլխացավ, լուսադեմի զգայունություն, փսխում",Միգրեն
"ցածր արյան ճնշում, գլխապտույտ, թուլություն",Հիպոտենզիա
"փորլուծություն, որովայնի ցավ, ջերմություն",Սննդային թունավորում
"մկանացավ, հոգնածություն, դող",Դենգե
"հազ, կրծքավանդակի ցավ, շնչահեղձություն",Թոքաբորբ
"գլխացավ, փսխում, ջերմություն",Մենինգիտ
"ջերմություն, դող, քրտնարտադրություն",Մալարիա
"թուլություն, հոգնածություն, գլխապտույտ",Ցածր արյան ճնշում
"գլխացավ, փսխում, տեսողության խանգարումներ",Էնցեֆալիտ
"փսխում, փորլուծություն, ջրազրկում",Գաստրոէնտերիտ
"հազ, հազուկ, շնչահեղձություն",Ասթմա
"ուժեղ կոկորդի ցավ, գլխացավ, ջերմություն",Տոնզիլիտ
"մաշկային ցան, ջերմություն, քոր",Կարմրուկ
"գլխացավ, հոգնածություն, ջերմություն",Գրիպ
"փսխում, փորլուծություն, որովայնի ցավ",Սալմոնելա
"հազ, կրծքավանդակի ցավ, շնչահեղձություն",Թոքաբորբ
"մկանացավ, դող, հոգնածություն",Մալարիա
"փսխում, գլխապտույտ, ջերմություն",Գլխապտույտ
"ուժեղ գլխացավ, լույսի հանդեպ զգայունություն, փսխում",Միգրեն
"ջերմություն, շնչահեղձություն, հազ",Բրոնխիալ ասթմա
"փսխում, որովայնի ցավ, ջերմություն",Գաստրոէնտերիտ
"գլխապտույտ, սրտխառնոց, թուլություն",Ցածր արյան ճնշում
"հազ, շնչառության դժվարություն, կրծքավանդակի ցավ",Թոքաբորբ
"ջերմություն, դող, գլխացավ",Մալարիա
"մաշկային ցան, քոր, այտուց",Ալերգիա
"ուժեղ կոկորդի ցավ, հազ, ջերմություն",Տոնզիլիտ
"քաշի կորուստ, հոգնածություն, ջերմություն",Տուբերկուլյոզ
"փսխում, գլխապտույտ, թուլություն",Գլխապտույտ
"բարձր ջերմություն, ցան, մարմնի ցավ",Վիրուսային տենդ
"գլխացավ, աչքերի կարմրություն, լույսի հանդեպ զգայունություն",Միգրեն
"որովայնի ցավ, փորլուծություն, ջերմություն",Սալմոնելա
"հազ, կրծքավանդակի ծանրություն, շնչահեղձություն",Թոքաբորբ
"ուժեղ մկանացավ, դող, հոգնածություն",Դենգե
"փսխում, փորլուծություն, ջրազրկում",Գաստրոէնտերիտ
"բարձր ջերմություն, դող, գլխացավ",Մալարիա
"ջերմություն, հազ, կոկորդի ցավ",Վիրուսային վարակ
"սրտխառնոց, փսխում, գլխապտույտ",Գլխապտույտ
"հազ, շնչառության դժվարություն, կրծքավանդակի ցավ",Բրոնխիտ
"մաշկային ցան, քոր, այտուց",Դերմատիտ
"կոկորդի ցավ, ջերմություն, շնչառության դժվարություն",Տոնզիլիտ
"փսխում, գլխացավ, ջերմություն",Ռոտավիրուսային վարակ
"ուժեղ գլխացավ, լուսադեմի զգայունություն, փսխում",Միգրեն
"ցածր արյան ճնշում, գլխապտույտ, թուլություն",Հիպոտենզիա
"փորլուծություն, որովայնի ցավ, ջերմություն",Սննդային թունավորում
"մկանացավ, հոգնածություն, դող",Դենգե
"հազ, կրծքավանդակի ցավ, շնչահեղձություն",Թոքաբորբ
"գլխացավ, փսխում, տեսողության խանգարումներ",Էնցեֆալիտ
"փսխում, փորլուծություն, ջրազրկում",Գաստրոէնտերիտ
"հազ, հազուկ, շնչահեղձություն",Ասթմա
"ուժեղ կոկորդի ցավ, գլխացավ, ջերմություն",Տոնզիլիտ
"մաշկային ցան, ջերմություն, քոր",Կարմրուկ
"գլխացավ, հոգնածություն, ջերմություն",Գրիպ
"փսխում, փորլուծություն, որովայնի ցավ",Սալմոնելա
"գլխացավ, ջերմություն, պարանոցի կոշտություն",Մենինգիտ
"հազ, կրծքավանդակի ցավ, շնչահեղձություն",Թոքաբորբ
"փսխում, որովայնի ցավ, ջերմություն",Գաստրոէնտերիտ
"մկանացավ, ջերմություն, հոգնածություն",Մալարիա
"մաշկային ցան, քոր, կարմրություն",Ալերգիա
"կոկորդի ցավ, հազ, ջերմություն",Տոնզիլիտ
"գլխապտույտ, թուլություն, ուշագնացություն",Ցածր արյան ճնշում
"փորլուծություն, որովայնի ցավ, ջերմություն",Սննդային թունավորում
"հազ, սուլող շնչառություն, շնչահեղձություն",Ասթմա
"ջերմություն, դող, գլխացավ",Մալարիա
"գլխացավ, աչքերի կարմրություն, լույսի հանդեպ զգայունություն",Միգրեն
"փսխում, գլխապտույտ, թուլություն",Գլխապտույտ
"բարձր ջերմություն, ցան, մարմնի ցավ",Վիրուսային տենդ
"մկանացավ, դող, հոգնածություն",Դենգե
"հազ, կրծքավանդակի ցավ, շնչահեղձություն",Բրոնխիտ
"փսխում, ջրազրկում, փորլուծություն",Գաստրոէնտերիտ
"ուժեղ մկանացավ, դող, գլխացավ",Մալարիա
"գլխացավ, փսխում, տեսողության խանգարումներ",Էնցեֆալիտ
"հազ, կոկորդի ցավ, ջերմություն",Վիրուսային վարակ
"փսխում, որովայնի ցավ, ջերմություն",Սալմոնելա
"մաշկային ցան, ջերմություն, քոր",Կարմրուկ
"ուժեղ գլխացավ, լուսադեմի զգայունություն, փսխում",Միգրեն
"կրծքավանդակի ցավ, հազ, շնչահեղձություն",Ասթմա
"ջերմություն, փսխում, փորլուծություն",Սննդային թունավորում
"գլխապտույտ, սրտխառնոց, թուլություն",Ցածր արյան ճնշում
"մկանացավ, հոգնածություն, դող",Դենգե
"հազ, կրծքավանդակի ցավ, շնչահեղձություն",Թոքաբորբ
"գլխացավ, փսխում, ջերմություն",Մենինգիտ
"փսխում, փորլուծություն, ջրազրկում",Գաստրոէնտերիտ
"հազ, շնչառության դժվարություն",Թոքաբորբ
"մաշկային ցան, քոր, այտուց",Դերմատիտ
"կոկորդի ցավ, ջերմություն, հազ",Տոնզիլիտ
"փսխում, գլխացավ, ջերմություն",Ռոտավիրուսային վարակ
"ուժեղ գլխացավ, լուսադեմի զգայունություն, փսխում",Միգրեն
"ցածր արյան ճնշում, գլխապտույտ, թուլություն",Հիպոտենզիա
"փորլուծություն, որովայնի ցավ, ջերմություն",Սննդային թունավորում
"մկանացավ, հոգնածություն, դող",Դենգե
"հազ, կրծքավանդակի ցավ, շնչահեղձություն",Թոքաբորբ
"գլխացավ, փսխում, տեսողության խանգարումներ",Էնցեֆալիտ
"փսխում, փորլուծություն, ջրազրկում",Գաստրոէնտերիտ
"հազ, հազուկ, շնչահեղձություն",Ասթմա
"ուժեղ կոկորդի ցավ, գլխացավ, ջերմություն",Տոնզիլիտ
"մաշկային ցան, ջերմություն, քոր",Կարմրուկ
"գլխացավ, հոգնածություն, ջերմություն",Գրիպ
"փսխում, փորլուծություն, որովայնի ցավ",Սալմոնելա
"բարձր ջերմություն, դող, գլխացավ",Մալարիա
"գլխացավ, աչքերի կարմրություն, լույսի հանդեպ զգայունություն",Միգրեն
"հազ, կրծքավանդակի ծանրություն, շնչահեղձություն",Թոքաբորբ
"ուժեղ մկանացավ, դող, հոգնածություն",Դենգե
"փսխում, փորլուծություն, ջրազրկում",Գաստրոէնտերիտ
"ջերմություն, հազ, կոկորդի ցավ",Վիրուսային վարակ
"սրտխառնոց, փսխում, գլխապտույտ",Գլխապտույտ
"հազ, շնչառության դժվարություն, կրծքավանդակի ցավ",Բրոնխիտ
"մաշկային ցան, քոր, այտուց",Դերմատիտ
"կոկորդի ցավ, ջերմություն, շնչառության դժվարություն",Տոնզիլիտ
"փսխում, գլխացավ, ջերմություն",Ռոտավիրուսային վարակ
"ուժեղ գլխացավ, լուսադեմի զգայունություն, փսխում",Միգրեն
"ցածր արյան ճնշում, գլխապտույտ, թուլություն",Հիպոտենզիա
"փորլուծություն, որովայնի ցավ, ջերմություն",Սննդային թունավորում
"մկանացավ, հոգնածություն, դող",Դենգե
"հազ, կրծքավանդակի ցավ, շնչահեղձություն",Թոքաբորբ
"գլխացավ, փսխում, տեսողության խանգարումներ",Էնցեֆալիտ
"փսխում, փորլուծություն, ջրազրկում",Գաստրոէնտերիտ
"հազ, հազուկ, շնչահեղձություն",Ասթմա
"ուժեղ կոկորդի ցավ, գլխացավ, ջերմություն",Տոնզիլիտ
"մաշկային ցան, ջերմություն, քոր",Կարմրուկ
"գլխացավ, հոգնածություն, ջերմություն",Գրիպ
"փսխում, փորլուծություն, որովայնի ցավ",Սալմոնելա
"գլխապտույտ, սրտխառնոց, ջերմություն",Ցածր արյան ճնշում
"մկանացավ, դող, հոգնածություն",Դենգե
"հազ, կրծքավանդակի ցավ, շնչահեղձություն",Բրոնխիտ
"փսխում, ջրազրկում, փորլուծություն",Գաստրոէնտերիտ
"ուժեղ գլխացավ, լույսի հանդեպ զգայունություն, փսխում",Միգրեն
"բարձր ջերմություն, ցան, մարմնի ցավ",Վիրուսային տենդ
"գլխացավ, փսխում, թուլություն",Գլխապտույտ
"հազ, շնչառության դժվարություն, կրծքավանդակի ցավ",Թոքաբորբ
"փսխում, որովայնի ցավ, ջերմություն",Սալմոնելա
"մաշկային ցան, քոր, այտուց",Ալերգիա
"կոկորդի ցավ, ջերմություն, հազ",Տոնզիլիտ
"գլխապտույտ, թուլություն, ուշագնացություն",Ցածր արյան ճնշում
"փսխում, գլխացավ, մարմնի մեկ կողմի թուլություն, գիտակցության փոփոխություն",Ուղեղային արյունազեղում (Պարալիզ)
"կոկորդի բծեր, բարձր ջերմություն, արտամարիտ հարաբերություններ",ԱԻԴՍ (AIDS)
"փսխում, խորը աչքեր, ջրազրկում, փորլուծություն",Գաստրոէնտերիտ
"ցրտահարություն, հոգնածություն, հազ, բարձր ջերմություն, շնչահեղձություն, քրտնարտադրություն, վատ ինքնազգացում, փլեգմա, կրծքավանդակ ցավ, արագ զարկերակ, կարմիր փլեգմա",Պնևմոնիա
"կաշվի ցան, փուսով լի մղոններ, սև կետեր, մաշկի շերտավորում",Ակնե
"շնչահեղձություն, քրտնարտադրություն, կրծքավանդակ ցավ, շատ փլեգմա, կարմիր փլեգմա",Պնևմոնիա
"շնչահեղձություն, հազ, բարձր ջերմություն, հոգնածություն",Բրոնխիալ ասթմա
"մշտական սով, որովայնի ցավեր և փքվածություն",Վերջակցային խոցեր (Peptic Ulcer Disease)
"մաշկի ցան, ձեռքի դող, թուլություն, հաճախ հիվանդանալու միտում",Դեղամիջոցների ռեակցիա
"քոր, մաշկի ցան, հոգնածություն, գլխացավ, սննդի բացակայություն, ցածր ջերմություն, քաղցկեղային լիմֆատիկ հանգույցների այտուց, վատ ինքնազգացում, կարմիր բծեր",Աղիքային գրիպ (Chicken Pox)
"գլխացավ, գլխապտույտ, հավասարակշռության կորուստ, կենտրոնանալու դժվարություն",Արյան ճնշման բարձրացում (Hypertension)
"ոտքերի այտուց, երակների protrusion, ցավ",Վառիկոզ երակներ (Varicose Veins)
"կազմակերպչական անկարգություն, շփոթություն, ուշադրության և հիշողության խնդիրներ, բազմապրոցեսային գործառույթների դժվարություն",Քիմիաթերապիայի ուղեղ (Chemo Brain)
"քոր, փսխում, հոգնածություն, քաշի կորուստ, բարձր ջերմություն, դեղին մաշկ, մուգ միզ, որովայնի ցավ",Հեպատիտ (Jaundice)
"տեսողության խնդիրներ, աղոտ տեսողություն, պատկերի աղավաղում",Միգրեն (Migraine)
"մաշկի ցան, ցրտահարություն, համատեղ ցավ, փսխում, հոգնածություն, բարձր ջերմություն, գլխացավ, թուլություն, աղիքային ցավեր, մարմնի ցան",Դենգե (Dengue)
"հանկարծակի ցավեր, սրություն, թուլություն, հիշողության և ուշադրության խնդիրներ",Մաշկի մալֆորմացիա (Cavernous Malformations)
"գլխացավ, կրծքավանդակ ցավ, գլխապտույտ, հավասարակշռության կորուստ, կենտրոնանալու դժվարություն",Արյան ճնշման բարձրացում (Hypertension)
"հաճախակի գլխացավեր, փսխում, աղոտ տեսողություն, վիզի ցավ, տագնապ",Միգրեն (Migraine)
"մկանների թուլություն, վիզի կոշտություն, համատեղ այտուց, շարժման դժվարություն",Արթրիտ (Arthritis)
"համատեղ ցավ, փսխում, հոգնածություն, դեղին մաշկ, մուգ միզ, աղիքային ցավեր, աչքերի դեղնություն",Հեպատիտ D
"փուսով լի մղոններ, սև կետեր, մաշկի շերտավորում",Ակնե
"կոկորդի վարակ, կարմիր այտուցված թաղանթներ, սպիտակ կամ դեղնավուն շերտեր, կոկորդի ցավ, դժվարություն կուլ տալիս, ջերմություն, այտուցված լիմֆատիկ հանգույցներ",Տոնսիլիտ (Tonsillitis)
"գլխացավ, կրծքավանդակ ցավ, գլխապտույտ, հավասարակշռության կորուստ, կենտրոնանալու դժվարություն",Արյան ճնշման բարձրացում (Hypertension)
"կաղնիքի ցավ, քաշի կորուստ, ծանրություն, արյան հետքեր անկողնում",Երկակի գորտի բորբոքում (Dimorphic Hemorrhoids/Piles)
"թոքերի, ուղեղի կամ մկանների լուրջ խնդիրներ, լիմֆատիկ հանգույցների այտուց, գլխացավ",Տոքսոպլազմոզ (Toxoplasmosis)
"միզապարկի այտուց, միզապարկի անհանգստություն, միզի փչացած հոտ, մշտական միզելու զգացում",Միզապարկի վարակ (Urinary Tract Infection)
"հոգնածություն, հազ, բարձր ջերմություն, շնչահեղձություն, ընտանեկան պատմություն, լորձային փլեգմա",Բրոնխիալ ասթմա
"մաշկի ցան, բարձր ջերմություն, պստիկ, կարմիր sores, դեղնավուն շերտավորում",Իմպետիգո (Impetigo)
"մկանների թուլություն, վիզի կոշտություն, համատեղ այտուց, շարժման կոշտություն, քայլելու ցավ",Արթրիտ (Arthritis)
"ուժեղ փսխում, աղեստամոքսային ցավ, հոգնածություն, տագնապ, քրտնարտադրություն, գլխացավ, աղոտ տեսողություն, փսխում, բերանի չորացում, խաթարված խոսք, դյուրագրգռություն, սրտի բաբախում",Հիպոգլիկեմիա (Hypoglycemia)
"գլխացավ, փսխում, տեսողության աղավաղում, հավասարակշռության կորուստ, գլխապտույտ","Պարոքսիզմալ դիրքային վարիգո (Vertigo, Paroymsal Positional Vertigo)"
"թոքերի հրդեհ, հազ, ճնշվածություն, թուլություն, քրտնարտադրություն, մարմնի ցան",Պնևմոնիա
"մաշկի շերտավորում, արծաթագույն փոշի, մաշկի դող",Պսորիազ (Psoriasis)
"քոր, փսխում, դեղին մաշկ, փսխում, աղեստամոքսային ցավ, աչքերի դեղնություն",Հետվիրուսային խոչընդոտներ (Chronic Cholestasis)
"շնչահեղձություն, քրտնարտադրություն, կրծքավանդակ ցավ",Սրտի կաթված (Heart Attack)
"մշտական փսխում, ջրազրկում, փորլուծություն",Գաստրոէնտերիտ (Gastroenteritis)
"մշտական հազ, ճնշվածություն, լորձային փլեգմա, հոգնածություն, ջերմություն, թոքերի ցավ, արյուն մեջ փլեգմա",Թուբերկուլոզ (Tuberculosis)
"ցրտահարություն, փսխում, հոգնածություն, քաշի կորուստ, հազ, բարձր ջերմություն, շնչահեղձություն, քրտնարտադրություն, սննդի բացակայություն, աչքերի դեղնություն, լիմֆատիկ այտուց, մարմնի ցան, կրծքավանդակ ցավ, արյուն մեջ փլեգմա",Թուբերկուլոզ (Tuberculosis)
"մկանային ատրոֆիա, կոկորդի բծեր, բարձր ջերմություն",ՁԻԱՀ
"փսխում, չարթկում, ախորժակի կորուստ, գազերի անցում, ներքին քոր",Խոցի հիվանդություն
"որովայնային ցավ, թթվայնություն, լեզվի խոցեր, փսխում, հազ, կրծքի ցավ",ԳԱՐԴ
"հոդացավ, փսխում, հոգնածություն, դեղին մաշկ, մուգ միզ, սրտխառնոց, ախորժակի կորուստ, որովայնային ցավ, աչքերի դեղնացում",Հեպատիտ D
"քոր, մաշկի ցան, հանգուցավոր առաջացումներ, գունափոխված բծեր",Սնկային վարակ
"այրոցով միզարտադրություն, միզապարկի տհաճություն, միզի վատ հոտ, մշտական միզելու զգացում",Միզուղիների վարակ
"փսխում, հոգնածություն, անհանգստություն, քրտնարտադրություն, գլխացավ, սրտխառնոց, տեսողության աղավաղում, ուժեղ սով, շուրթերի չորություն, խոսքի խանգարում, գրգռվածություն, սրտխփոց",Հիպոգլիկեմիա
"բազմաբնույթ նշաններ՝ բարձր ճնշում, գլխացավ, ուժեղ քրտինք, արագ սրտխփոց, դող, գունատություն, խուճապային նոպանման վիճակ; սրվում է ֆիզիկական ծանրաբեռնվածությունից, սթրեսից, տիրամինով հարուստ սննդից",Ֆեոխրոմոցիտոմա
"բարձր ջերմություն, գլխացավ, մարմնի ցավ, ցուրտ զգացում, հիվանդագին թուլություն",Դենգե
"հոգնածություն, քաշի կորուստ, անհանգստություն, թուլություն, շաքարի անկանոն մակարդակ, տեսողության խանգարում, գիրություն, ուժեղ սով, ախորժակի բարձրացում, բազմամիզություն",Շաքարային դիաբետ
"հոգնածություն, հազ, բարձր ջերմություն, շնչահեղձություն, ժառանգականություն, լորձային խորխ",Բրոնխիալ ասթմա
"ուժեղ հազ, դող, բարձր ջերմություն, թուլություն, շնչահեղձություն, սևավուն խորխ, քրտինք",Թոքաբորբ
"մկանային ատրոֆիա, բարձր ջերմություն, արտաամուսնական հարաբերություններ",ՁԻԱՀ
"արծաթափայլ փոշենման բծեր մեջքի և արմունկների վրա, եղունգների փոսիկներ, ուժեղ հոդացավ",Փսորիազ
"հոդացավ, փսխում, դեղին մաշկ, մուգ միզ, սրտխառնոց, ախորժակի կորուստ, որովայնային ցավ, լուծ, թեթև ջերմություն, աչքերի դեղնացում, մկանային ցավ",Հեպատիտ A
"դող, հազ, բարձր ջերմություն, շնչահեղձություն, քրտնարտադրություն, անհանգստություն, խորխ, կրծքի ցավ, արագ սրտխփոց, ժանգագույն խորխ",Թոքաբորբ
"քոր, փսխում, դեղին մաշկ, սրտխառնոց, ախորժակի կորուստ, որովայնային ցավ, աչքերի դեղնացում",Քրոնիկ խոլեստազ
"մեջքի ցավ, վերջույթների թուլություն, պարանոցի ցավ, գլխապտույտ, հավասարակշռության կորուստ",Սերվիկալ սպոնդիլոզ
"որովայնային ցավ, թթվայնություն, փսխում, հազ, կրծքի ցավ",ԳԱՐԴ
"վերջույթների թուլություն, պարանոցի ցավ, գլխապտույտ, հավասարակշռության կորուստ",Սերվիկալ սպոնդիլոզ
"թթվահոսք, որովայնային ցավ, ուտելուց հետո փսխում",ԳԱՐԴ
"հոգնածություն, թուլություն, կոկորդի ցավ, հազ, դող, բարձր ջերմություն",Սովորական մրսածություն
"ցնցումներ, գիտակցության կորուստ, մկանային կծկումներ, հետցնցումային շփոթություն, գլխացավ, հոգնածություն",Գրան մալ նոպա
"կրունկի սուր ցավ, առավոտյան քայլելիս սրացում",Պլանտար ֆասցիիտ
"հոգնածություն, ջղաձգումներ, կապտուկներ, գիրություն, ոտքերի այտուց, երակների լայնացում",Վարիկոզ երակներ
"հոգնածություն, հազ, բարձր ջերմություն, շնչահեղձություն, լորձային խորխ",Բրոնխիալ ասթմա
"այրող ցավ կրծքավանդակում, թթվահոսք, սրտխառնոց, պառկելիս սրացում",ԳԱՐԴ
"մեջքի ցավ, թուլություն, պարանոցի ցավ, գլխապտույտ",Սերվիկալ սպոնդիլոզ
"գլխացավ, միգրեն, անքնություն, ցնցումներ, գլխապտույտ",Դեղային ռեակցիա
"կրծքի ցավ՝ ճնշող, սեղմող, այրող, շնչահեղձություն, գլխապտույտ, սրտխառնոց",Կրծքավանդակի ցավ
"մշտական փռշտոց, դող, հոգնածություն, բարձր ջերմություն, գլխացավ, հոտի կորուստ, խորխ",Սովորական մրսածություն
"մաշկային ցան, քոր, փեթակներ, ջերմություն, այտուց, անաֆիլաքսիա",Դեղային ալերգիա
"հոգնածություն, քաշի աճ, սառը վերջույթներ, տրամադրության փոփոխություն, գլխապտույտ, այտուցված դեմք, ախտահարված վահանաձև գեղձ",Հիպոթիրեոզ
"քոր, մաշկի ցան, գունափոխված բծեր",Սնկային վարակ
"կրծքի ցավ, ջերմություն",Դրեսլերի համախտանիշ
"հոգնածություն, քաշի կորուստ, թուլություն, տեսողության խանգարում, ուժեղ սով",Շաքարային դիաբետ
"հոդացավ, փսխում, դեղին մաշկ, մուգ միզ, լուծ, թեթև ջերմություն",Հեպատիտ A
"այրոցով միզարտադրություն, միզի հոտի վատացում, մշտական միզելու զգացում",Միզուղիների վարակ
"կոկորդի ցավ, ձայնի խռպոտություն, վատ շունչ, գերբուրբում",ԳԱՐԴ
"դող, փսխում, հոգնածություն, քաշի կորուստ, հազ, բարձր ջերմություն, մաշկի դեղնացում, ավշային հանգույցների այտուց",Տուբերկուլոզ
